COMUNA,LOCAL DE VOTACION,NOMBRE DEL CANDIDATO,VOTOS,CALLE,NUMERO,LATITUD,LONGITUD,Lista
SAN MIGUEL,liceo betsabe hormazabal de alarcon l2,Tatiana del Pilar Riveros Gutierrez,99,GASPAR BANDA,4047,-33.489775,-70.655987,R
SAN MIGUEL,liceo betsabe hormazabal de alarcon l2,Valeria Belen Reyes Policroni,31,GASPAR BANDA,4047,-33.489775,-70.655987,G
SAN MIGUEL,liceo betsabe hormazabal de alarcon l2,Viviana Paz Llambias Miranda,340,GASPAR BANDA,4047,-33.489775,-70.655987,A
SAN MIGUEL,universidad de valparaiso,Alejandro Antonio Hidalgo Araya,8,GRAN AVENIDA JOSE MIGUEL CARRERA,4160,-33.492142,-70.651406,F
SAN MIGUEL,universidad de valparaiso,Andrea Solange Charpentier Luci,32,GRAN AVENIDA JOSE MIGUEL CARRERA,4160,-33.492142,-70.651406,G
SAN MIGUEL,universidad de valparaiso,Andres Kebir Diban Dinamarca,247,GRAN AVENIDA JOSE MIGUEL CARRERA,4160,-33.492142,-70.651406,A
SAN MIGUEL,universidad de valparaiso,Bastian Woldarsky Cumsille,90,GRAN AVENIDA JOSE MIGUEL CARRERA,4160,-33.492142,-70.651406,E
SAN MIGUEL,universidad de valparaiso,Betzabe Moya Cabello,65,GRAN AVENIDA JOSE MIGUEL CARRERA,4160,-33.492142,-70.651406,A
SAN MIGUEL,universidad de valparaiso,Camila Paz Ramirez Rebolledo,89,GRAN AVENIDA JOSE MIGUEL CARRERA,4160,-33.492142,-70.651406,X
SAN MIGUEL,universidad de valparaiso,Carla Andrea Santana Bustamante,190,GRAN AVENIDA JOSE MIGUEL CARRERA,4160,-33.492142,-70.651406,A
SAN MIGUEL,universidad de valparaiso,Carlos Alberto Perez Aguirre,99,GRAN AVENIDA JOSE MIGUEL CARRERA,4160,-33.492142,-70.651406,A
SAN MIGUEL,universidad de valparaiso,Carlos Arnoldo Garcia Ponce,17,GRAN AVENIDA JOSE MIGUEL CARRERA,4160,-33.492142,-70.651406,U
SAN MIGUEL,universidad de valparaiso,Carlos Enrique Torres Perez,58,GRAN AVENIDA JOSE MIGUEL CARRERA,4160,-33.492142,-70.651406,E
SAN MIGUEL,universidad de valparaiso,Cesar Benavides Diaz,56,GRAN AVENIDA JOSE MIGUEL CARRERA,4160,-33.492142,-70.651406,I
SAN MIGUEL,universidad de valparaiso,Claudia Rojas Miranda,192,GRAN AVENIDA JOSE MIGUEL CARRERA,4160,-33.492142,-70.651406,E
SAN MIGUEL,universidad de valparaiso,Claudio Escobar Oyarzun,387,GRAN AVENIDA JOSE MIGUEL CARRERA,4160,-33.492142,-70.651406,ZZI
SAN MIGUEL,universidad de valparaiso,Cristian Alejandro Marambio Gomez,49,GRAN AVENIDA JOSE MIGUEL CARRERA,4160,-33.492142,-70.651406,Y
SAN MIGUEL,universidad de valparaiso,Cristian Ignacio Duran Martinez,80,GRAN AVENIDA JOSE MIGUEL CARRERA,4160,-33.492142,-70.651406,A
SAN MIGUEL,universidad de valparaiso,Cristian Rodrigo Hidalgo Morales,21,GRAN AVENIDA JOSE MIGUEL CARRERA,4160,-33.492142,-70.651406,A
SAN MIGUEL,universidad de valparaiso,Cristian Rodrigo Ocaranza Valenzuela,45,GRAN AVENIDA JOSE MIGUEL CARRERA,4160,-33.492142,-70.651406,U
SAN MIGUEL,universidad de valparaiso,Daniela Patricia Carvajal Sanchez,140,GRAN AVENIDA JOSE MIGUEL CARRERA,4160,-33.492142,-70.651406,P
SAN MIGUEL,universidad de valparaiso,David Alejandro Contreras Nuñez,60,GRAN AVENIDA JOSE MIGUEL CARRERA,4160,-33.492142,-70.651406,U
SAN MIGUEL,universidad de valparaiso,David Eduardo Navarro Carachi,85,GRAN AVENIDA JOSE MIGUEL CARRERA,4160,-33.492142,-70.651406,T
SAN MIGUEL,universidad de valparaiso,David Ismael Gabriel Gomez Vasquez,22,GRAN AVENIDA JOSE MIGUEL CARRERA,4160,-33.492142,-70.651406,G
SAN MIGUEL,universidad de valparaiso,David Ulises Mateluna Lagos,17,GRAN AVENIDA JOSE MIGUEL CARRERA,4160,-33.492142,-70.651406,B
SAN MIGUEL,universidad de valparaiso,Erika Cecilia Contreras Delgado,29,GRAN AVENIDA JOSE MIGUEL CARRERA,4160,-33.492142,-70.651406,X
SAN MIGUEL,universidad de valparaiso,Erwin Andres Vera Salazar,9,GRAN AVENIDA JOSE MIGUEL CARRERA,4160,-33.492142,-70.651406,X
SAN MIGUEL,universidad de valparaiso,Eva Marian Merino Garces,295,GRAN AVENIDA JOSE MIGUEL CARRERA,4160,-33.492142,-70.651406,Y
SAN MIGUEL,universidad de valparaiso,Fabio Stefano Zunino Poblete,62,GRAN AVENIDA JOSE MIGUEL CARRERA,4160,-33.492142,-70.651406,F
SAN MIGUEL,universidad de valparaiso,Felipe Guevara Stephens,262,GRAN AVENIDA JOSE MIGUEL CARRERA,4160,-33.492142,-70.651406,I
SAN MIGUEL,universidad de valparaiso,Fernando Gabriel Zambrano Urrutia,96,GRAN AVENIDA JOSE MIGUEL CARRERA,4160,-33.492142,-70.651406,Y
SAN MIGUEL,universidad de valparaiso,Gabriel Alejandro Zuñiga Aravena,190,GRAN AVENIDA JOSE MIGUEL CARRERA,4160,-33.492142,-70.651406,U
SAN MIGUEL,universidad de valparaiso,Gabriel Antonio Muñoz De La Fuente,68,GRAN AVENIDA JOSE MIGUEL CARRERA,4160,-33.492142,-70.651406,T
SAN MIGUEL,universidad de valparaiso,Grace Novoa Castillo,16,GRAN AVENIDA JOSE MIGUEL CARRERA,4160,-33.492142,-70.651406,X
SAN MIGUEL,universidad de valparaiso,Guillermo Zacarias Aravena Mondaca,5,GRAN AVENIDA JOSE MIGUEL CARRERA,4160,-33.492142,-70.651406,G
SAN MIGUEL,universidad de valparaiso,Gustavo Adolfo Vergara Caceres,29,GRAN AVENIDA JOSE MIGUEL CARRERA,4160,-33.492142,-70.651406,E
SAN MIGUEL,universidad de valparaiso,Hector Enrique Chacon Carvajal,20,GRAN AVENIDA JOSE MIGUEL CARRERA,4160,-33.492142,-70.651406,F
SAN MIGUEL,universidad de valparaiso,Helen Beatriz Gutierrez Nuñez,67,GRAN AVENIDA JOSE MIGUEL CARRERA,4160,-33.492142,-70.651406,A
SAN MIGUEL,universidad de valparaiso,Ismael Selumiel Mena Abrigo,23,GRAN AVENIDA JOSE MIGUEL CARRERA,4160,-33.492142,-70.651406,G
SAN MIGUEL,universidad de valparaiso,Jacqueline Barahona Assicie,54,GRAN AVENIDA JOSE MIGUEL CARRERA,4160,-33.492142,-70.651406,E
SAN MIGUEL,universidad de valparaiso,Jeannette Gonzalez Albornoz,56,GRAN AVENIDA JOSE MIGUEL CARRERA,4160,-33.492142,-70.651406,Y
SAN MIGUEL,universidad de valparaiso,Jennifer Carolina Mardones Mardones,43,GRAN AVENIDA JOSE MIGUEL CARRERA,4160,-33.492142,-70.651406,E
SAN MIGUEL,universidad de valparaiso,Joaquin Andres Parra Arancibia,16,GRAN AVENIDA JOSE MIGUEL CARRERA,4160,-33.492142,-70.651406,X
SAN MIGUEL,universidad de valparaiso,Jose Luis Oyarce Garay,51,GRAN AVENIDA JOSE MIGUEL CARRERA,4160,-33.492142,-70.651406,I
SAN MIGUEL,universidad de valparaiso,Joshua Andrei Carcamo Solar,121,GRAN AVENIDA JOSE MIGUEL CARRERA,4160,-33.492142,-70.651406,Y
SAN MIGUEL,universidad de valparaiso,Lisette Wendoline Roa Aedo,21,GRAN AVENIDA JOSE MIGUEL CARRERA,4160,-33.492142,-70.651406,U
SAN MIGUEL,universidad de valparaiso,Susan Sol Atuan Salcedo,205,GRAN AVENIDA JOSE MIGUEL CARRERA,4160,-33.492142,-70.651406,I
SAN MIGUEL,universidad de valparaiso,Luisa Cristina Alves Flores,11,GRAN AVENIDA JOSE MIGUEL CARRERA,4160,-33.492142,-70.651406,X
SAN MIGUEL,universidad de valparaiso,Luz Marina Garrido De La Vega,22,GRAN AVENIDA JOSE MIGUEL CARRERA,4160,-33.492142,-70.651406,F
SAN MIGUEL,universidad de valparaiso,Marcela Susana Arias Garcia,56,GRAN AVENIDA JOSE MIGUEL CARRERA,4160,-33.492142,-70.651406,Y
SAN MIGUEL,universidad de valparaiso,Maria Eugenia Tamar Arce Soto,19,GRAN AVENIDA JOSE MIGUEL CARRERA,4160,-33.492142,-70.651406,T
SAN MIGUEL,universidad de valparaiso,Matias Andres Aranguiz Kahn,17,GRAN AVENIDA JOSE MIGUEL CARRERA,4160,-33.492142,-70.651406,G
SAN MIGUEL,universidad de valparaiso,Michael Elias Lagos Guajardo,46,GRAN AVENIDA JOSE MIGUEL CARRERA,4160,-33.492142,-70.651406,Y
SAN MIGUEL,universidad de valparaiso,Mitzy Alejandra Ramirez Vidal,26,GRAN AVENIDA JOSE MIGUEL CARRERA,4160,-33.492142,-70.651406,T
SAN MIGUEL,universidad de valparaiso,Monica Alejandra Squella Rojas,22,GRAN AVENIDA JOSE MIGUEL CARRERA,4160,-33.492142,-70.651406,F
SAN MIGUEL,universidad de valparaiso,Monica Gloria Reyes Riffo,77,GRAN AVENIDA JOSE MIGUEL CARRERA,4160,-33.492142,-70.651406,B
SAN MIGUEL,universidad de valparaiso,Pablo Esteban Leal Sepulveda,118,GRAN AVENIDA JOSE MIGUEL CARRERA,4160,-33.492142,-70.651406,Y
SAN MIGUEL,universidad de valparaiso,Pablo Ignacio Zola Corvalan,45,GRAN AVENIDA JOSE MIGUEL CARRERA,4160,-33.492142,-70.651406,I
SAN MIGUEL,universidad de valparaiso,Pamela Angella Pistono Tiboni,141,GRAN AVENIDA JOSE MIGUEL CARRERA,4160,-33.492142,-70.651406,I
SAN MIGUEL,universidad de valparaiso,Pedro Alejandro Valenzuela Yañez,71,GRAN AVENIDA JOSE MIGUEL CARRERA,4160,-33.492142,-70.651406,X
SAN MIGUEL,universidad de valparaiso,Rafael Alejandro Chacon Rebolledo,41,GRAN AVENIDA JOSE MIGUEL CARRERA,4160,-33.492142,-70.651406,U
SAN MIGUEL,universidad de valparaiso,Ricardo Alberto Alegria Abarca,73,GRAN AVENIDA JOSE MIGUEL CARRERA,4160,-33.492142,-70.651406,U
SAN MIGUEL,universidad de valparaiso,Rodolfo Antonio Silva Norambuena,23,GRAN AVENIDA JOSE MIGUEL CARRERA,4160,-33.492142,-70.651406,T
SAN MIGUEL,universidad de valparaiso,Rodrigo Loyola Arancibia,43,GRAN AVENIDA JOSE MIGUEL CARRERA,4160,-33.492142,-70.651406,B
SAN MIGUEL,universidad de valparaiso,Ruben Carvacho Saez,153,GRAN AVENIDA JOSE MIGUEL CARRERA,4160,-33.492142,-70.651406,E
SAN MIGUEL,universidad de valparaiso,Sebastian Andres Mendez Almazan,16,GRAN AVENIDA JOSE MIGUEL CARRERA,4160,-33.492142,-70.651406,U
SAN MIGUEL,universidad de valparaiso,Luis Humberto Sanhueza Bravo,210,GRAN AVENIDA JOSE MIGUEL CARRERA,4160,-33.492142,-70.651406,I
SAN MIGUEL,universidad de valparaiso,Tania Alejandra Lagos Anabalon,73,GRAN AVENIDA JOSE MIGUEL CARRERA,4160,-33.492142,-70.651406,F
SAN MIGUEL,universidad de valparaiso,Tatiana del Pilar Riveros Gutierrez,146,GRAN AVENIDA JOSE MIGUEL CARRERA,4160,-33.492142,-70.651406,R
SAN MIGUEL,universidad de valparaiso,Valeria Belen Reyes Policroni,54,GRAN AVENIDA JOSE MIGUEL CARRERA,4160,-33.492142,-70.651406,G
SAN MIGUEL,universidad de valparaiso,Viviana Paz Llambias Miranda,395,GRAN AVENIDA JOSE MIGUEL CARRERA,4160,-33.492142,-70.651406,A
PAC,centro educativo republica mexicana,Betsabe Amaly Carrillo Araya,20,AVENIDA SALVADOR ALLENDE,2140,-33.4888,-70.6653,E
PAC,centro educativo republica mexicana,Carlos Alberto Contreras Fuentes,108,AVENIDA SALVADOR ALLENDE,2141,-33.4888,-70.6653,G
PAC,centro educativo republica mexicana,Carlos Alberto Huaiquinao Gonzalez,27,AVENIDA SALVADOR ALLENDE,2142,-33.4888,-70.6653,E
PAC,centro educativo republica mexicana,Carlos Ronald Espinoza Gonzalez,23,AVENIDA SALVADOR ALLENDE,2143,-33.4888,-70.6653,I
PAC,centro educativo republica mexicana,Cecilia del Pilar Medina Romero,49,AVENIDA SALVADOR ALLENDE,2144,-33.4888,-70.6653,R
PAC,centro educativo republica mexicana,Cesia Alejandra Barriga Huenchullan,44,AVENIDA SALVADOR ALLENDE,2145,-33.4888,-70.6653,I
PAC,centro educativo republica mexicana,Daniel Eduardo Valladares Peñaloza,33,AVENIDA SALVADOR ALLENDE,2146,-33.4888,-70.6653,T
PAC,centro educativo republica mexicana,Daniel Job Flores Alegria,60,AVENIDA SALVADOR ALLENDE,2147,-33.4888,-70.6653,T
PAC,centro educativo republica mexicana,Daniel Muñoz Silva,354,AVENIDA SALVADOR ALLENDE,2148,-33.4888,-70.6653,ZZI
PAC,centro educativo republica mexicana,Denisse Lisette Castillo Navarro,53,AVENIDA SALVADOR ALLENDE,2149,-33.4888,-70.6653,A
PAC,centro educativo republica mexicana,Diego Ignacio Calderon Gonzalez,54,AVENIDA SALVADOR ALLENDE,2150,-33.4888,-70.6653,U
PAC,centro educativo republica mexicana,Edith del Carmen Pinto Flores,75,AVENIDA SALVADOR ALLENDE,2151,-33.4888,-70.6653,T
PAC,centro educativo republica mexicana,Elizabeth Alejandra Romero Espinosa,64,AVENIDA SALVADOR ALLENDE,2152,-33.4888,-70.6653,Y
PAC,centro educativo republica mexicana,Elizabeth de la Cruz Jimenez Oliva,224,AVENIDA SALVADOR ALLENDE,2153,-33.4888,-70.6653,A
PAC,centro educativo republica mexicana,Esteban Edgardo Quezada Alvarez,30,AVENIDA SALVADOR ALLENDE,2154,-33.4888,-70.6653,A
PAC,centro educativo republica mexicana,Evaristo Orlando Aravena Toledo,144,AVENIDA SALVADOR ALLENDE,2155,-33.4888,-70.6653,T
PAC,centro educativo republica mexicana,Felipe Alejandro Echavarria Berrios,63,AVENIDA SALVADOR ALLENDE,2156,-33.4888,-70.6653,Y
PAC,centro educativo republica mexicana,Flavio Ignacio Allendes Quiroz,24,AVENIDA SALVADOR ALLENDE,2157,-33.4888,-70.6653,G
PAC,centro educativo republica mexicana,Francisco Javier Fernandez Arenas,140,AVENIDA SALVADOR ALLENDE,2158,-33.4888,-70.6653,U
PAC,centro educativo republica mexicana,Georgina Angelica Castillo Riquelme,24,AVENIDA SALVADOR ALLENDE,2159,-33.4888,-70.6653,T
PAC,centro educativo republica mexicana,Gladys del Carmen Berrios Parra,154,AVENIDA SALVADOR ALLENDE,2160,-33.4888,-70.6653,A
PAC,centro educativo republica mexicana,Gloria Rodriguez Calderon,143,AVENIDA SALVADOR ALLENDE,2161,-33.4888,-70.6653,A
PAC,centro educativo republica mexicana,Jaime Jeria Sanchez,17,AVENIDA SALVADOR ALLENDE,2162,-33.4888,-70.6653,G
PAC,centro educativo republica mexicana,Jose Domingo Carvajal Caballero,29,AVENIDA SALVADOR ALLENDE,2163,-33.4888,-70.6653,R
PAC,centro educativo republica mexicana,Juan Alexander Lueiza Flores,59,AVENIDA SALVADOR ALLENDE,2164,-33.4888,-70.6653,G
PAC,centro educativo republica mexicana,Juan Carlos Alvarado Acuña,49,AVENIDA SALVADOR ALLENDE,2165,-33.4888,-70.6653,Y
PAC,centro educativo republica mexicana,Juan Pablo Osman Smok,19,AVENIDA SALVADOR ALLENDE,2166,-33.4888,-70.6653,E
PAC,centro educativo republica mexicana,Julio David Zuñiga Yañez,73,AVENIDA SALVADOR ALLENDE,2167,-33.4888,-70.6653,G
PAC,centro educativo republica mexicana,Karen Angelica Gutierrez Villagra,65,AVENIDA SALVADOR ALLENDE,2168,-33.4888,-70.6653,I
PAC,centro educativo republica mexicana,Karen Paula Gomez Jara,119,AVENIDA SALVADOR ALLENDE,2169,-33.4888,-70.6653,X
PAC,centro educativo republica mexicana,Katherine Cecilia Rojas Mayorga,140,AVENIDA SALVADOR ALLENDE,2170,-33.4888,-70.6653,Y
PAC,centro educativo republica mexicana,Lucas Delgado Dominguez,35,AVENIDA SALVADOR ALLENDE,2171,-33.4888,-70.6653,E
PAC,centro educativo republica mexicana,Luis Armando Castillo Fernandez,54,AVENIDA SALVADOR ALLENDE,2172,-33.4888,-70.6653,I
PAC,centro educativo republica mexicana,Luis Orlando Gutierrez Sanchez,18,AVENIDA SALVADOR ALLENDE,2173,-33.4888,-70.6653,T
PAC,centro educativo republica mexicana,Luis Walterio Duran Lara,140,AVENIDA SALVADOR ALLENDE,2174,-33.4888,-70.6653,Y
PAC,centro educativo republica mexicana,Magaly Andrea Pavez Reyes,11,AVENIDA SALVADOR ALLENDE,2175,-33.4888,-70.6653,E
PAC,centro educativo republica mexicana,Marco Antonio Pinto Calvo,75,AVENIDA SALVADOR ALLENDE,2176,-33.4888,-70.6653,I
PAC,centro educativo republica mexicana,Maria Ignacia Arjona Baldessari,178,AVENIDA SALVADOR ALLENDE,2177,-33.4888,-70.6653,I
PAC,centro educativo republica mexicana,Mary Carmen Villalon Rivera,36,AVENIDA SALVADOR ALLENDE,2178,-33.4888,-70.6653,U
PAC,centro educativo republica mexicana,Michel Lobos Gonzalez,210,AVENIDA SALVADOR ALLENDE,2179,-33.4888,-70.6653,U
PAC,centro educativo republica mexicana,Miguel Angel Gonzalez Sanchez,30,AVENIDA SALVADOR ALLENDE,2180,-33.4888,-70.6653,U
PAC,centro educativo republica mexicana,Milena Catalan Reyes,66,AVENIDA SALVADOR ALLENDE,2181,-33.4888,-70.6653,E
PAC,centro educativo republica mexicana,Miloska Iris Quiroz Fernandez,103,AVENIDA SALVADOR ALLENDE,2182,-33.4888,-70.6653,B
PAC,centro educativo republica mexicana,Nadia Valeria Olave Nuñez,169,AVENIDA SALVADOR ALLENDE,2183,-33.4888,-70.6653,A
PAC,centro educativo republica mexicana,Oscar Rojas Contreras,109,AVENIDA SALVADOR ALLENDE,2184,-33.4888,-70.6653,R
PAC,centro educativo republica mexicana,Patricia Ester Araya Gonzalez,31,AVENIDA SALVADOR ALLENDE,2185,-33.4888,-70.6653,G
PAC,centro educativo republica mexicana,Ricardo Andres Olea Salinas,43,AVENIDA SALVADOR ALLENDE,2186,-33.4888,-70.6653,Y
PAC,centro educativo republica mexicana,Rodolfo Alexis Muñoz Muñoz,35,AVENIDA SALVADOR ALLENDE,2187,-33.4888,-70.6653,I
PAC,centro educativo republica mexicana,Rodrigo Alejandro Seguel Gallegos,56,AVENIDA SALVADOR ALLENDE,2188,-33.4888,-70.6653,G
PAC,centro educativo republica mexicana,Rodrigo Andres Monreal Chandia,18,AVENIDA SALVADOR ALLENDE,2189,-33.4888,-70.6653,U
PAC,centro educativo republica mexicana,Rodrigo Raul Marin Sepulveda,11,AVENIDA SALVADOR ALLENDE,2190,-33.4888,-70.6653,G
PAC,centro educativo republica mexicana,Romina Susana Fuentealba Padilla,110,AVENIDA SALVADOR ALLENDE,2191,-33.4888,-70.6653,A
PAC,centro educativo republica mexicana,Sebastian Enrique Reyes Osorio,24,AVENIDA SALVADOR ALLENDE,2192,-33.4888,-70.6653,T
PAC,centro educativo republica mexicana,Soledad Martinez Gallegos,287,AVENIDA SALVADOR ALLENDE,2193,-33.4888,-70.6653,U
PAC,centro educativo republica mexicana,Victor Manuel Clavero Muñoz,11,AVENIDA SALVADOR ALLENDE,2194,-33.4888,-70.6653,I
PAC,centro educativo republica mexicana,Yorka Margarita Galvez Urrutia,100,AVENIDA SALVADOR ALLENDE,2195,-33.4888,-70.6653,U
PAC,colegio arcangel gabriel N°2,Betsabe Amaly Carrillo Araya,14,LAZO,1730,-33.4971,-70.6664,E
PAC,colegio arcangel gabriel N°2,Carlos Alberto Contreras Fuentes,88,LAZO,1731,-33.4971,-70.6664,G
PAC,colegio arcangel gabriel N°2,Carlos Alberto Huaiquinao Gonzalez,21,LAZO,1732,-33.4971,-70.6664,E
PAC,colegio arcangel gabriel N°2,Carlos Ronald Espinoza Gonzalez,24,LAZO,1733,-33.4971,-70.6664,I
PAC,colegio arcangel gabriel N°2,Cecilia del Pilar Medina Romero,32,LAZO,1734,-33.4971,-70.6664,R
PAC,colegio arcangel gabriel N°2,Cesia Alejandra Barriga Huenchullan,26,LAZO,1735,-33.4971,-70.6664,I
PAC,colegio arcangel gabriel N°2,Daniel Eduardo Valladares Peñaloza,17,LAZO,1736,-33.4971,-70.6664,T
PAC,colegio arcangel gabriel N°2,Daniel Job Flores Alegria,37,LAZO,1737,-33.4971,-70.6664,T
PAC,colegio arcangel gabriel N°2,Daniel Muñoz Silva,270,LAZO,1738,-33.4971,-70.6664,ZZI
PAC,colegio arcangel gabriel N°2,Denisse Lisette Castillo Navarro,33,LAZO,1739,-33.4971,-70.6664,A
PAC,colegio arcangel gabriel N°2,Diego Ignacio Calderon Gonzalez,29,LAZO,1740,-33.4971,-70.6664,U
PAC,colegio arcangel gabriel N°2,Edith del Carmen Pinto Flores,21,LAZO,1741,-33.4971,-70.6664,T
PAC,colegio arcangel gabriel N°2,Elizabeth Alejandra Romero Espinosa,25,LAZO,1742,-33.4971,-70.6664,Y
PAC,colegio arcangel gabriel N°2,Elizabeth de la Cruz Jimenez Oliva,95,LAZO,1743,-33.4971,-70.6664,A
PAC,colegio arcangel gabriel N°2,Esteban Edgardo Quezada Alvarez,25,LAZO,1744,-33.4971,-70.6664,A
PAC,colegio arcangel gabriel N°2,Evaristo Orlando Aravena Toledo,97,LAZO,1745,-33.4971,-70.6664,T
PAC,colegio arcangel gabriel N°2,Felipe Alejandro Echavarria Berrios,51,LAZO,1746,-33.4971,-70.6664,Y
PAC,colegio arcangel gabriel N°2,Flavio Ignacio Allendes Quiroz,19,LAZO,1747,-33.4971,-70.6664,G
PAC,colegio arcangel gabriel N°2,Francisco Javier Fernandez Arenas,91,LAZO,1748,-33.4971,-70.6664,U
PAC,colegio arcangel gabriel N°2,Georgina Angelica Castillo Riquelme,8,LAZO,1749,-33.4971,-70.6664,T
PAC,colegio arcangel gabriel N°2,Gladys del Carmen Berrios Parra,87,LAZO,1750,-33.4971,-70.6664,A
PAC,colegio arcangel gabriel N°2,Gloria Rodriguez Calderon,87,LAZO,1751,-33.4971,-70.6664,A
PAC,colegio arcangel gabriel N°2,Jaime Jeria Sanchez,9,LAZO,1752,-33.4971,-70.6664,G
PAC,colegio arcangel gabriel N°2,Jose Domingo Carvajal Caballero,11,LAZO,1753,-33.4971,-70.6664,R
PAC,colegio arcangel gabriel N°2,Juan Alexander Lueiza Flores,43,LAZO,1754,-33.4971,-70.6664,G
PAC,colegio arcangel gabriel N°2,Juan Carlos Alvarado Acuña,33,LAZO,1755,-33.4971,-70.6664,Y
PAC,colegio arcangel gabriel N°2,Juan Pablo Osman Smok,16,LAZO,1756,-33.4971,-70.6664,E
PAC,colegio arcangel gabriel N°2,Julio David Zuñiga Yañez,23,LAZO,1757,-33.4971,-70.6664,G
PAC,colegio arcangel gabriel N°2,Karen Angelica Gutierrez Villagra,35,LAZO,1758,-33.4971,-70.6664,I
PAC,colegio arcangel gabriel N°2,Karen Paula Gomez Jara,89,LAZO,1759,-33.4971,-70.6664,X
PAC,colegio arcangel gabriel N°2,Katherine Cecilia Rojas Mayorga,67,LAZO,1760,-33.4971,-70.6664,Y
PAC,colegio arcangel gabriel N°2,Lucas Delgado Dominguez,10,LAZO,1761,-33.4971,-70.6664,E
PAC,colegio arcangel gabriel N°2,Luis Armando Castillo Fernandez,41,LAZO,1762,-33.4971,-70.6664,I
PAC,colegio arcangel gabriel N°2,Luis Orlando Gutierrez Sanchez,12,LAZO,1763,-33.4971,-70.6664,T
PAC,colegio arcangel gabriel N°2,Luis Walterio Duran Lara,86,LAZO,1764,-33.4971,-70.6664,Y
PAC,colegio arcangel gabriel N°2,Magaly Andrea Pavez Reyes,7,LAZO,1765,-33.4971,-70.6664,E
PAC,colegio arcangel gabriel N°2,Mary Carmen Villalon Rivera,24,LAZO,1766,-33.4971,-70.6664,U
PAC,colegio arcangel gabriel N°2,Michel Lobos Gonzalez,153,LAZO,1767,-33.4971,-70.6664,U
PAC,colegio arcangel gabriel N°2,Miguel Angel Gonzalez Sanchez,19,LAZO,1768,-33.4971,-70.6664,U
PAC,colegio arcangel gabriel N°2,Milena Catalan Reyes,28,LAZO,1769,-33.4971,-70.6664,E
PAC,colegio arcangel gabriel N°2,Miloska Iris Quiroz Fernandez,78,LAZO,1770,-33.4971,-70.6664,B
PAC,colegio arcangel gabriel N°2,Nadia Valeria Olave Nuñez,37,LAZO,1771,-33.4971,-70.6664,A
PAC,colegio arcangel gabriel N°2,Oscar Rojas Contreras,37,LAZO,1772,-33.4971,-70.6664,R
PAC,colegio arcangel gabriel N°2,Patricia Ester Araya Gonzalez,20,LAZO,1773,-33.4971,-70.6664,G
PAC,colegio arcangel gabriel N°2,Ricardo Andres Olea Salinas,12,LAZO,1774,-33.4971,-70.6664,Y
PAC,colegio arcangel gabriel N°2,Rodolfo Alexis Muñoz Muñoz,10,LAZO,1775,-33.4971,-70.6664,I
PAC,colegio arcangel gabriel N°2,Rodrigo Alejandro Seguel Gallegos,30,LAZO,1776,-33.4971,-70.6664,G
PAC,colegio arcangel gabriel N°2,Rodrigo Andres Monreal Chandia,9,LAZO,1777,-33.4971,-70.6664,U
PAC,colegio arcangel gabriel N°2,Rodrigo Raul Marin Sepulveda,9,LAZO,1778,-33.4971,-70.6664,G
PAC,colegio arcangel gabriel N°2,Romina Susana Fuentealba Padilla,50,LAZO,1779,-33.4971,-70.6664,A
PAC,colegio arcangel gabriel N°2,Sebastian Enrique Reyes Osorio,58,LAZO,1780,-33.4971,-70.6664,T
PAC,colegio arcangel gabriel N°2,Soledad Martinez Gallegos,98,LAZO,1781,-33.4971,-70.6664,U
PAC,colegio arcangel gabriel N°2,Victor Manuel Clavero Muñoz,8,LAZO,1782,-33.4971,-70.6664,I
PAC,colegio arcangel gabriel N°2,Yorka Margarita Galvez Urrutia,45,LAZO,1783,-33.4971,-70.6664,U
PAC,colegio arcangel gabriel N°2,Marco Antonio Pinto Calvo,57,LAZO,1784,-33.4971,-70.6664,I
PAC,colegio arcangel gabriel N°2,Maria Ignacia Arjona Baldessari,101,LAZO,1785,-33.4971,-70.6664,I
PAC,colegio grace school,Betsabe Amaly Carrillo Araya,25,ARMADA NACIONAL,6136,-33.5016,-70.6875,E
PAC,colegio grace school,Carlos Alberto Contreras Fuentes,121,ARMADA NACIONAL,6137,-33.5016,-70.6875,G
PAC,colegio grace school,Carlos Alberto Huaiquinao Gonzalez,65,ARMADA NACIONAL,6138,-33.5016,-70.6875,E
PAC,colegio grace school,Carlos Ronald Espinoza Gonzalez,240,ARMADA NACIONAL,6139,-33.5016,-70.6875,I
PAC,colegio grace school,Cecilia del Pilar Medina Romero,66,ARMADA NACIONAL,6140,-33.5016,-70.6875,R
PAC,colegio grace school,Cesia Alejandra Barriga Huenchullan,113,ARMADA NACIONAL,6141,-33.5016,-70.6875,I
PAC,colegio grace school,Daniel Eduardo Valladares Peñaloza,28,ARMADA NACIONAL,6142,-33.5016,-70.6875,T
PAC,colegio grace school,Daniel Job Flores Alegria,170,ARMADA NACIONAL,6143,-33.5016,-70.6875,T
PAC,colegio grace school,Daniel Muñoz Silva,348,ARMADA NACIONAL,6144,-33.5016,-70.6875,ZZI
PAC,colegio grace school,Denisse Lisette Castillo Navarro,127,ARMADA NACIONAL,6145,-33.5016,-70.6875,A
PAC,colegio grace school,Diego Ignacio Calderon Gonzalez,41,ARMADA NACIONAL,6146,-33.5016,-70.6875,U
PAC,colegio grace school,Edith del Carmen Pinto Flores,38,ARMADA NACIONAL,6147,-33.5016,-70.6875,T
